Name, Z,RA,Dec, MCK0, MCK0_68min, MCK0_68max, MCK100, MCK100_68min, MCK100_68max, MCAlpha, MCAlpha_68min, MCAlpha_68max, MCChiSq, K10kpc_mcmc, K10kpc_mcmc_min, K10kpc_mcmc_max, K20kpc_mcmc, K20kpc_mcmc_min, K20kpc_mcmc_max
,,deg ,deg,keV/cm^2/3,keV/cm^2/3,keV/cm^2/3,keV/cm^2/3,keV/cm^2/3,keV/cm^2/3,,,,,keV/cm^2/3,keV/cm^2/3,keV/cm^2/3,keV/cm^2/3,keV/cm^2/3,keV/cm^2/3
,,ACCEPT2.0 Center RA J2000,ACCEPT2.0 Center RA J2000,MCMC Median Entropy excess,MCMC Entropy excess min 1 sigma,MCMC Entropy excess max 1 sigma,MCMC Median Entropy at 100 kpc,MCMC Entropy at 100 kpc min 1 sigma,MCMC Entropy entropy at 100 kpc max 1 sigma,MCMC Entropy power law slope,MCMC min entropy power law slope,MCMC max entropy power law slope,MCMC estimated reduced chi square,MCMC Entropy at 10 kpc,MCMC Min Entropy at 10 kpc,MCMC Max Entropy at 10 kpc,MCMC Entropy at 20 kpc,MCMC Min Entropy at 20 kpc,MCMC Max Entropy at 20 kpc
ABELL_2142,0.091,239.5847,27.2310,39.3,28.3,45.3,169.9,166.4,175.1,0.87,0.79,0.92,2.5,56,51.2,60.7,71.2,67.8,74.7
MCXC_J1558.3-1410,0.097,239.5913,-14.1658,19.7,16.7,21.8,123.1,120.3,127,1.13,1.08,1.16,2.18,27.2,25.5,29,36.5,34.9,38.1
ABELL_2147,0.035,240.5694,15.9768,167.3,114.9,190.6,249.3,242,266.1,1.25,0.78,1.5,2.52,165.1,138.4,192,175,153.3,195.8
ABELL_2151,0.037,241.1494,17.7215,9,5.2,13.2,156.1,149.5,161,0.84,0.77,0.92,1.81,30.4,28.8,32.2,47,44.6,49.3
AWM_4,0.0318,241.2354,23.9340,27.2,20,34.4,138.7,134.7,144,0.73,0.63,0.88,0.57,48.1,45.6,50.5,61.5,58.6,64.4
ABELL_2163,0.203,243.9412,-6.1491,239.1,217.1,264.3,279.3,269.5,293.9,1.73,1.53,2.09,1.25,241.2,219.2,264.4,243.3,221.8,265.5
MACS_J1621.3+3810,0.465,245.3537,38.1689,5.6,-0.4,11.7,161.2,153.3,170.4,1.03,0.97,1.12,0.32,20.2,17,23.1,35.4,32.9,37.6
ABELL_2187,0.184,246.0585,41.2400,107.3,49.6,129.6,211,197.7,233.3,1.25,0.91,1.39,0.07,104.9,70.8,134.9,116.5,88.9,142.2
ABELL_2204,0.152,248.1956,5.5755,6.6,6.2,7.1,129.1,126.2,131.5,1.31,1.29,1.33,11.69,12.6,12.3,12.9,21.4,21,21.8
ABELL_2218,0.176,248.9614,66.2101,201.8,194.5,226.6,241.5,238,259.5,1.52,1.41,1.69,1.85,212.5,195.8,227.4,214.6,198.5,228.8
ABELL_2219,0.226,250.0829,46.7119,267.8,226.4,295,308.7,299.6,325,1.58,1.25,1.74,0.66,263.7,231.8,295.4,267.2,239.3,296.2
Hercules_A,0.155,252.7842,4.9925,-16.7,-23.4,-11.8,147.3,142.5,148.9,0.64,0.58,0.69,1.37,20.9,20.1,21.8,41.8,40,43.6
NGC_6269,0.035,254.4921,27.8543,-2.3,-5.2,1.6,209.3,195.5,242.6,0.73,0.67,0.84,0.52,37.1,34.7,39.5,63.6,60.3,67
ABELL_2244,0.097,255.6778,34.0608,53,48.5,58.6,154.2,150.4,158.4,1.12,1.05,1.2,1.7,61.4,57.4,65,70.3,67.3,73.1
ABELL_2256,0.058,255.8096,78.6490,295.9,-11.7,284.7,304,294.1,320.5,2.26,0.12,1.22,1.72,251.9,212.8,291.3,264.7,231.8,296.2
Ophiuchus_CLUSTER,0.028,258.1155,-23.3685,-6.9,-9.5,-5.7,327,305.2,331.6,0.74,0.69,0.76,1.13,53.7,52.2,55.3,93.7,91.8,95.7
ABELL_2255,0.081,258.1725,64.0728,328.5,222.7,356.1,396.7,378.7,417,0.95,0.55,1.06,3.02,315.1,264.1,360.8,328.2,283.7,366.2
ABELL_2259,0.164,260.0317,27.6705,113.1,87.7,131.1,164.5,157.3,177.8,1.6,1.33,1.77,0.2,111.6,91.4,131.7,115.2,96.9,133.7
SDSS-C4_3072,0.164,260.0416,26.6251,18.7,16.7,20.5,127.7,123.2,130.9,1.29,1.25,1.33,1.92,24.2,22.8,25.6,32.3,31,33.6
MACS_J1720.2+3536,0.391,260.0701,35.6073,20.4,16.3,23.9,134.5,127.9,141.8,1.24,1.17,1.3,0.57,26.8,24.2,29.7,35.9,33.8,38.2
ABELL_2261,0.224,260.6133,32.1328,31.6,17.1,45.9,189.1,179.2,196,0.78,0.72,0.85,1.7,57.8,48.5,66.9,76.3,69.1,83.6
ABELL_2294,0.169,261.0495,85.8863,33.4,-146.5,74.7,283.9,270.6,321.8,0.63,0.36,0.72,0.41,81.7,45.4,120.9,122.6,94.9,150.6
Abell_2276,0.141,263.7693,64.1017,4.9,-8.2,12.7,163.3,156.4,170.5,0.85,0.73,0.93,0.36,26.5,22.1,31.3,45,41.5,48.6
ZwCl_1742.1+3306,0.076,266.0598,32.9911,10.8,9.3,12.2,123.2,120.6,125.9,1.12,1.08,1.16,7.33,19.3,18.6,20.1,29.4,28.7,30
NSC_J174715+451155,0.157,266.8113,45.1968,342.6,338.5,341.5,342.7,338.6,341.7,4.1,4.1,4.1,0.61,340.1,338.5,341.5,340.1,338.5,341.5
MCXC_J1750.2+3504,0.171,267.5704,35.0828,6.2,4.5,8.3,130.6,122.7,136.7,1.16,1.11,1.22,1.51,14.9,13.8,16,25.4,23.8,26.8
NGC_6482,0.0131,267.9531,23.0719,1,0.9,1.2,130.9,119.4,156.3,1.07,1.02,1.16,0.09,12,11.5,12.4,24.4,23.1,25.6
CIZA_J1804.4+1002,0.152,271.1310,10.0571,61.8,-27.2,88.4,261.5,245.9,290.1,0.73,0.48,0.84,0.45,93.1,70.7,118.7,122.9,104.2,141.4
ABELL_2302,0.179,274.9918,57.1561,260.6,-164.1,234.3,324.6,298.5,370.5,1.07,0.23,0.86,0.38,181.7,111.2,253.9,213.8,153.5,270.9
_HB89__1821+643,0.297,275.4876,64.3438,-37.7,-51.1,-20.7,158.9,149.7,164.3,0.9,0.83,1.01,3.05,-11.8,-19.3,-4.1,9,5.4,12.8
MACS_J1829.0+6913,0.203,277.2735,69.2353,19.3,15,23.7,136.3,129.8,142.5,1.2,1.13,1.31,0.6,26.7,23.7,29.7,36.2,33.6,38.9
MCXC_J1852.1+5711,0.109,283.0358,57.1949,6.7,-6.7,19.5,172.6,162.8,178.5,0.77,0.63,0.92,0.32,35.9,31.8,39.8,55.4,51.8,59
MCXC_J1853.9+6822,0.093,283.5094,68.3827,-109.5,-179.1,1.9,234.1,219.6,241.8,0.3,0.25,0.48,0.81,66.6,51.8,80.1,102.9,92.8,112.9
PLCKESZ_G337.09-25.97,0.264,288.6564,-59.4722,-8.2,-18.2,2.6,141.3,135.1,148.9,0.95,0.89,1.02,0.76,9,2.4,15.7,24.7,19.9,29.6
ABELL_2319,0.056,290.2945,43.9516,190.5,159.4,210.3,274.1,263,284.4,1.32,1.14,1.47,2.99,190,167.5,212.8,196.8,177,217.3
MACS_J1931.8-2635,0.352,292.9569,-26.5759,20,18.7,22.7,98.3,92.5,100.7,1.58,1.52,1.67,3.07,22.6,21,24.3,26.5,25.1,27.9
CIZA_J1938.3+5409,0.26,294.5768,54.1597,52.2,30.7,66.5,141.4,134,156.2,1.23,1.03,1.35,0.21,55.2,41,69.8,63.6,50.9,75.7
MCXC_J1947.3-7623,0.217,296.8121,-76.3958,3.8,-3,8.8,177.6,168.5,187.5,0.98,0.91,1.03,1.11,21.9,18.6,25.3,40,36.8,43.3
ABELL_3653,0.109,298.2641,-52.0369,-181.1,-241.3,-19.3,318.6,290.7,338.3,0.47,0.4,0.89,0.12,-1.2,-26.9,24.4,54.7,40,69.5
MCXC_J2003.5-2323,0.317,300.8713,-23.3734,-94.3,-87.8,-62.3,172.4,153.5,168.4,0.46,0.47,0.55,2.1,-1.4,-2,-0.7,29.5,27.3,31.6
NGC_6868,0.0095,302.4754,-48.3799,-1.4,-2.7,-0.7,112.6,103.8,117.7,0.71,0.64,0.74,2.02,21,20.1,21.9,35.1,34.1,36.2
MCXC_J2011.3-5725,0.279,302.8622,-57.4199,36.9,20,45.8,102.2,95.7,110.1,1.25,0.94,1.48,0.03,38.2,28.8,48,44.4,37.2,52
MCXC_J2014.8-2430,0.161,303.7153,-24.5062,8.2,7.5,9.1,116.1,113,119,1.34,1.3,1.37,2.15,13.3,12.8,13.9,20.9,20.3,21.4
SPT-CL_J2023-5535,0.232,305.8389,-55.5967,-271.4,-250,-84.1,157.3,128.5,170.8,0.43,0.44,0.7,0.32,-70.8,-107.7,-32.7,-30,-58.4,-1.7
ABELL_3695,0.089,308.6888,-35.8120,338.3,242.6,389.5,381.8,345.7,412.8,1.48,0.9,2.07,0.39,322.6,255.4,389.8,329.3,265.2,392
SPT-CLJ2043-5035,0.723,310.8231,-50.5923,16.6,10.7,19.5,97,90.8,105.9,1.29,1.11,1.35,0.04,20.3,17.2,23.3,26.9,24.8,29.3
MACS_J2046.0-3430,0.423,311.5021,-34.5048,5.6,2.7,7.2,106.5,102.2,111.7,1.23,1.13,1.27,0.24,11.5,10.4,12.8,19.9,18.9,21
MCXC_J2049.9-3216,0.325,312.4840,-32.2803,202.1,107.2,268.8,252.4,222.1,305.1,1.56,1.09,1.73,0.29,185.7,117.9,269.8,191.9,131,271.9
ABELL_3739,0.165,316.0787,-41.3446,-94.4,-177.2,-35.9,198.4,180.8,212.5,0.66,0.52,0.8,0.17,-30.4,-65.4,2.2,7.5,-17.1,30.6
IC_1365,0.049,318.4822,2.5652,198.4,132.4,207.7,239.5,233.9,269.6,1.75,0.79,1.72,0.72,181.8,149.9,209.5,189.3,163.2,212.1
ABELL_2345,0.1765,321.7897,-12.1748,-291.1,-283.1,-139.5,217.6,193.7,234.4,0.45,0.45,0.59,0.75,-80,-112,-48.7,-24.2,-49.8,2.4
MCXC_J2129.6+0005,0.235,322.4218,0.1039,12.7,10.4,15.4,145.7,140.7,150.8,1.03,0.99,1.07,1.33,25.3,23.7,26.9,38.2,36.6,39.8
MACS_J2140.2-2339,0.313,325.0633,-23.6611,13.1,11.7,14.7,105.2,102.1,108.9,1.36,1.3,1.41,1.04,17.3,16.2,18.3,23.6,22.8,24.4
ABELL_3809,0.062,326.7462,-43.8987,10.3,4,14.9,145.5,136,152.8,0.86,0.79,0.94,0.56,28.4,25.9,31.1,43.6,40.8,46.9
ABELL_2384,0.094,328.0888,-19.5474,29.4,25.4,33.6,175.1,164.8,182,1.53,1.39,1.67,0.93,34.1,31.2,36.9,42.3,40.3,44.2
ABELL_2390,0.228,328.4032,17.6954,9.7,6.3,13.6,167.2,162.8,172.4,0.96,0.91,1.01,1.05,27.4,25.6,29.1,43.6,42,45.3
ClG_2153.8+3746,0.292,328.9675,38.0068,38.8,20.9,47.7,221.3,213.3,233.3,0.81,0.73,0.86,1.31,65.5,58.4,72.3,87.8,82.4,92.9
ABELL_2409,0.148,330.2184,20.9687,82.5,67,94.7,157.4,148.6,167.7,1.29,1.11,1.45,1.18,85,73.4,97,91.2,80.8,101.1
ABELL_3827,0.098,330.4713,-59.9456,137.5,118.5,155.7,235.2,228.1,245.9,1.22,1.05,1.35,1.99,143.5,128.4,159.9,151.9,138.9,166
ABELL_2415,0.058,331.4105,-5.5925,6.1,5.1,7.5,132.2,126.3,137.1,1.06,1.03,1.13,0.6,16.8,16.1,17.5,28.4,27.3,29.5
MCXC_J2211.7-0349,0.27,332.9416,-3.8300,148,123.9,169.2,212.9,199.7,228.4,1.69,1.46,1.9,0.17,148.2,126.7,169.7,151.6,132.4,171.4
3C_444,0.153,333.6066,-17.0267,5.4,4.7,6.2,124.7,120.9,128.6,1.3,1.25,1.35,0.4,11.5,11.1,11.8,20.2,19.5,21.1
ABELL_2426,0.098,333.6347,-10.3705,-12.7,-22.7,-0.9,153.3,146.2,160.9,1,0.93,1.09,0.71,4.6,-2,11.7,21.1,16.5,26.2
MACS_J2214-1359,0.483,333.7390,-14.0038,130.2,69.7,164.8,217.5,205.2,244.1,1.17,0.84,1.34,0.2,129.6,94.5,169.2,140.6,110.4,174.3
ABELL_3854,0.149,334.4410,-35.7244,105.8,66.9,126.7,198.3,191.2,217.9,1.24,0.94,1.43,0.45,106.5,82.1,130.9,116.4,97.7,135.4
MCXC_J2218.6-3853,0.138,334.6644,-38.9009,165.9,146.7,184.8,192.7,184.2,206.4,1.8,1.52,2.08,0.45,166.4,147.7,185,167.9,149.7,185.8
ABELL_2443,0.108,336.5259,17.3662,210.2,73.7,227.6,291.2,279.2,309.3,1.18,0.51,1.33,0.55,188.3,140.8,232,204.4,169.2,238.8
ABELL_2445,0.166,336.7336,25.8351,19.1,0.5,30.4,168.2,160.3,176.3,0.82,0.7,0.9,0.28,40.7,32.8,49,58.8,52.8,65
ABELL_3880,0.058,336.9766,-30.5770,2.4,0.3,4.3,149.8,143.6,154.7,0.93,0.88,0.98,2.5,19.6,18.7,20.7,35.2,33.5,36.9
MCXC_J2228.6+2036,0.412,337.1424,20.6206,89.3,40.7,140.7,212.8,193.5,235.6,1.05,0.9,1.18,0.07,102.5,60.4,146.4,114.9,75.6,154.9
MACS_J2229.8-2756,0.324,337.4385,-27.9267,8.1,6,9.7,101.3,95.4,105.3,1.28,1.2,1.34,0.4,12.9,11.7,14.2,20,18.9,21.1
CGCG_514-050,0.017,337.8359,39.3581,-59.1,-81.9,-33.5,98.5,96.6,109.3,0.18,0.15,0.26,0.68,44,42.1,45.6,58.8,56.8,60.9
ABELL_2457,0.059,338.9221,1.4867,2.6,-25.8,17.4,196,184.5,208.6,0.73,0.59,0.83,0.59,39,31.7,45.8,63.6,57.6,70
Stephans_Quintet,0.0215,338.9996,33.9721,4.2,3.5,5.3,88.7,75.3,137.7,1.22,1.08,1.59,0.76,9.1,8.3,9.9,15.9,14.9,16.7
CIZA_J2242.8+5301,0.192,340.6647,52.9958,-237.4,-190.3,80.2,448.4,400.1,452.2,0.31,0.33,0.66,0.41,127.4,94,159.1,186.7,161.9,211.3
MACS_J2245.0+2637,0.304,341.2692,26.6348,24.1,14.7,30.3,137.1,128.5,148.4,1.18,1.01,1.29,0.06,31.3,26,36.4,41.5,37.3,45.7
ABELL_3911,0.097,341.6117,-52.7398,400.3,257.1,391.5,416,352.1,437.1,1.98,0.83,1.53,0.67,327.3,271.8,396.3,334.5,282.5,398.4
ABELL_2485,0.247,342.1291,-16.1079,80.7,0.1,100,196,182,223.4,1.01,0.63,1.13,0.14,80.8,49,109.3,97.9,74.3,119.9
ABELL_S1063,0.347,342.1835,-44.5304,131.6,111.5,147.3,195.9,186.6,205.9,1.46,1.32,1.6,0.43,133,115.2,148.8,137.2,120.6,151.6
ABELL_3921,0.093,342.4861,-64.4302,86.2,55.2,105.9,235.5,228.5,247.1,0.87,0.75,0.96,2.01,103.5,87.9,120.2,121.7,108.6,134.7
ABELL_2507,0.196,344.2194,5.5046,219.4,174.5,246.7,241.9,212.4,275,2.06,1.47,2.18,0.47,207.3,175.1,247.6,209.4,178.4,248.3
ABELL_2537,0.295,347.0929,-2.1916,56.2,34.8,72.5,199.7,188.3,209.8,0.82,0.72,0.91,1.28,77,65.1,89.1,94.2,84.3,103.7
MCXC_J2311.5+0338,0.3,347.8885,3.6353,-31.6,-39.4,-27.4,134.9,128.2,144.1,1.1,1.03,1.15,2.2,-19.2,-22.6,-16.1,-3.5,-5.1,-2.1
ABELL_2550,0.123,347.8993,-21.7462,7.4,5.1,10.1,115.3,110.5,118.1,0.91,0.84,0.99,0.25,20.8,19.8,21.7,32.3,30.7,33.9
ABELL_2556,0.087,348.2556,-21.6344,12.1,10.6,14.7,137.3,132.2,141.2,1.08,1.04,1.16,1.71,22.7,21.5,23.8,33.9,32.2,35.6
ABELL_S1101,0.058,348.4946,-42.7253,11.6,10.9,12.2,90,88.8,91.5,1.13,1.1,1.16,5.08,17.4,17,17.8,24.3,24,24.7
UGC_12491,0.0174,349.6596,42.9581,4.3,3.9,5,140.1,133.1,151,1.16,1.12,1.23,3.02,13.7,13.3,14,25.3,24.7,25.9
NGC_7618,0.0173,349.9501,42.8532,1.4,1,1.8,94.4,86.5,105.1,0.91,0.86,0.99,0.93,12.6,12,13.2,22.6,21.9,23.5
ABELL_2589,0.0414,350.9894,16.7772,-7.7,-19.8,0.5,177.3,174.2,179.8,0.43,0.38,0.48,2.06,61.1,58.8,63.6,85,82.3,87.8
ABELL_2597,0.085,351.3326,-12.1242,9.9,9.4,10.3,110.6,109.4,112.1,1.22,1.2,1.24,3.8,16,15.7,16.2,24.1,23.8,24.3
ABELL_2626,0.055,354.1267,21.1468,13,9.5,16.7,137.7,132.3,143.2,0.83,0.77,0.92,1.97,31.3,29.5,33.1,45.4,43.3,47.6
ABELL_2631,0.273,354.4082,0.2672,195.1,-31.9,352.3,288,275.9,346.1,1.01,0.1,1.37,0.25,163.5,84.5,270.4,204.4,137.8,276.6
MCXC_J2344.2-0422,0.079,356.0769,-4.3816,130.5,109.6,146.6,187.5,177.9,199.4,1.33,1.09,1.56,0.87,131.7,115.1,148.6,136.5,121.9,151.1
ABELL_2657,0.04,356.2389,9.1921,55,40.8,66.9,161,154.6,167.2,0.93,0.78,1.08,2.44,67.6,60.4,75.1,79.4,74.3,84.5
HCG_097,0.022,356.8459,-2.3005,4.7,2.4,6.4,85.3,77.4,91.8,0.83,0.72,0.93,0.37,16.9,15.9,17.7,26.1,24.9,27.3
ABELL_4038,0.028,356.9374,-28.1406,24.7,19.2,29.1,136.8,133.4,139.6,0.86,0.78,0.92,5.05,40.2,37.8,42.4,52.9,51.2,54.6
ABELL_2667,0.23,357.9141,-26.0837,20.4,16,22.4,113.1,108.8,121.1,1.28,1.17,1.32,0.63,24.8,22.4,27.2,32.3,30.1,34.5
ABELL_2670,0.076,358.5571,-10.4192,30.1,19.8,35.8,126.8,122.6,132.5,0.87,0.68,0.98,3.05,44.3,40.4,48,55.7,51.4,59.8
